Tiree,1943,99.9
Tiree,1967,99.9
Aberporth,2015,99.2
Manston,2001,99.9
Waddington,1994,99.9
Shawbury,2011,99.8
Southampton,1912,99.9
Hurn,1989,99.9
Leuchars,2001,99.7
Eastbourne,1985,99.7
Leuchars,1972,99.7
Eastbourne,1999,99.7
Eastbourne,2006,99.7
Ringway,1997,99.6
