Oxford,1937,99.7
Armagh,1944,99.7
Sheffield,1968,99.9
Sheffield,2009,99.9
Bradford,2001,99.5
Eskdalemuir,2013,99.5
Durham,2018,Provisional
Durham,2018,Provisional
Durham,2018,Provisional
Durham,2018,Provisional
Durham,2018,Provisional
Durham,2018,Provisional
Durham,2018,Provisional
Durham,2019,Provisional
Durham,2019,Provisional
Durham,2019,Provisional
Lowestoft,1995,99.9
Ross_On_Wye,1977,99.9
Valley,1990,99.1
Valley,1996,99.1
Lerwick,2002,99.7
Lerwick,2012,99.7
Nairn,1941,99.8
