Oxford,1995,99.8
Oxford,2000,99.8
Armagh,1980,99.9
Stornoway,1981,99.8
Sheffield,1978,99.4
Southampton,1952,99.8
Southampton,1960,99.8
Durham,1892,99.7
Bradford,1970,99.9
Lowestoft,2009,99.8
Ross_On_Wye,1936,99.9
Valley,1967,99.9
Nairn,1982,99.9
Lerwick,1958,99.9
Lerwick,1976,99.9
