WickAirport,1987,99.4
Yeovilton,1994,99.8
Yeovilton,2014,99.8
Cwmystwyth,2009,99.9
Shawbury,1966,99.8
Aberporth,1969,99.6
Newton_Rigg,1978,99.6
Cwmystwyth,1978,99.9
Cwmystwyth,1978,99.9
Hurn,1984,99.8
Cardiff,1980,99.2
Camborne,1990,99.7
Braemar,2000,99.6
