Tiree,1979,99.9
Tiree,1945,99.9
Aberporth,1991,99.6
Aberporth,1994,99.6
Manston,1987,99.8
Heathrow,2000,99.6
Waddington,2001,99.4
Waddington,1950,99.4
Leuchars,2014,99.6
Eastbourne,1967,99.2
Leuchars,1967,99.6
Ringway,1975,98.6
Sutton_Bonington,1987,98.5
Paisley,1966,99.9
Cambridge,1978,99.3
